GuideBox_id,Rovi_id,movie_name,release_year,projectx_id_rovi,projectx_id_GuideBox,Dev_GuideBox_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_GuideBox_id_present,variant_present,Comment,Result of mapping
143216,4322713773,Yo-Kai Watch: The Movie,2014,1018726,2397162,"[{'source_projectx_id_mapped': 'rovi_id:4042612158,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}, {'source_id': '143216'}]","[{'rovi_projectx_id_mapped': 'rovi_id:4322713773,Map_reason:{""titleMapType"":""Distance"",""titleScore"":0.85,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",True,,False,Fail,Fail
143261,568107098,Feed Me with Your Words,2012,822981,822981,,,,,,Pass,Pass
143275,1618824081,The Accountant,2016,12284239,12284239,,,,,,Pass,Pass
143278,4065298897,Nessie & Me,2016,317352,317352,,,,,,Pass,Pass
143285,4134290982,Krampus Unleashed,2016,319237,319237,,,,,,Pass,Pass
143286,4194845042,Swing State,2017,1000182,1000182,,,,,,Pass,Pass
143292,1853049712,The Shelter,2015,932494,932494,,,,,,Pass,Pass
143294,3158404195,Christine,2016,962791,962791,,,,,,Pass,Pass
143295,1955027350,Last Girl Standing,2015,985745,985745,,,,,,Pass,Pass
143298,1285478100,Gypsy,2015,315135,315135,,,,,,Pass,Pass
143303,1135906019,Max Steel,2016,863829,863829,,,,,,Pass,Pass
143305,3158404396,Certain Women,2016,161122,161122,,,,,,Pass,Pass
143306,3158404432,Maya Angelou And Still I Rise,2016,989455,989455,,,,,,Pass,Pass
143307,3384091527,Search Engines,2016,989442,989442,,,,,,Pass,Pass
143308,4026707008,La Leyenda del Chupacabras,2018,170090,170090,,,,,,Pass,Pass
143309,4041242316,Coming Through The Rye,2016,986916,986916,,,,,,Pass,Pass
143313,1867718822,Desierto,2015,159758,159758,,,,,,Pass,Pass
143314,1527048452,Miss Hokusai,2015,150611,150611,,,,,,Pass,Pass
143315,3634546286,Priceless,2016,984415,984415,,,,,,Pass,Pass
143318,3175876981,Jacqueline Argentine,2016,163318,163318,,,,,,Pass,Pass
143325,12273845,The Mad Monk,1993,668624,668624,,,,,,Pass,Pass
143335,945481850,Jack Reacher: Never Go Back,2016,12279186,12279186,,,,,,Pass,Pass
143344,1965058210,The Whole Truth,2016,149418,149418,,,,,,Pass,Pass
143345,4103972887,King Cobra,2016,988772,988772,,,,,,Pass,Pass
143367,1467520145,Keeping Up with the Joneses,2016,151403,151403,,,,,,Pass,Pass
143368,1530730158,Ouija: Origin of Evil,2016,150583,150583,,,,,,Pass,Pass
143369,3775226157,Good Kids,2016,159600,159600,,,,,,Pass,Pass
143370,3256933855,Tyler Perry's Boo! A Madea Halloween,2016,148999,148999,,,,,,Pass,Pass
143383,4017264823,Stagecoach: The Texas Jack Story,2016,986546,986546,,,,,,Pass,Pass
143389,4169462073,Wish for Christmas,2016,320234,320234,,,,,,Pass,Pass
143390,4138109498,The Charnel House,2016,172421,172421,,,,,,Pass,Pass
143391,3931361643,The Perfect Weapon,2016,153745,153745,,,,,,Pass,Pass
143392,356860,The Witching,2016,560383,1000647,"[{'source_projectx_id_mapped': 'rovi_id:4217633148,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":19,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '143392'}]","[{'rovi_projectx_id_mapped': 'rovi_id:356860,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":19,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
143394,3461549784,Tabloid Vivant,2016,320512,320512,,,,,,Pass,Pass
143429,1693135665,Phantom Boy,2015,147927,147927,,,,,,Pass,Pass
143438,956499736,The Lego Batman Movie,2017,12279482,12279482,,,,,,Pass,Pass
143439,3530244979,I'm Not Ashamed,2016,981569,981569,,,,,,Pass,Pass
143442,2012569544,Sing,2016,12285734,12285734,,,,,,Pass,Pass
143443,6576653902,Moonlight,2016,1078991,153236,"[{'source_projectx_id_mapped': 'rovi_id:3751784975,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":40,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '143443'}]","[{'rovi_projectx_id_mapped': 'rovi_id:6576653902,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":57,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}]",True,,False,Fail,Fail
143452,4153865292,Army of One,2016,167924,167924,,,,,,Pass,Pass
143455,3983807434,Imperfect Sky,2015,1009135,1009135,,,,,,Pass,Pass
143457,3464652463,A Better Place,2016,1017092,1017092,,,,,,Pass,Pass
143459,3411848352,Scare Campaign,2016,999596,999596,,,,,,Pass,Pass
143462,3967012913,Uncle Kent 2,2016,984688,984688,,,,,,Pass,Pass
143472,3158931689,The Unspoken,2015,149174,149174,,,,,,Pass,Pass
143473,4029697613,Recovery,2016,988281,988281,,,,,,Pass,Pass
143474,1520284660,Fifty Shades Darker,2017,152962,152962,,,,,,Pass,Pass
143515,4062021410,I Am the Pretty Thing That Lives in the House,2016,999485,999485,,,,,,Pass,Pass
143516,3964880215,Into the Inferno,2016,984544,984544,,,,,,Pass,Pass
143517,3441262857,West Coast,2015,973374,973374,,,,,,Pass,Pass
143518,5219033136,The African Doctor,2016,1037137,1037137,,,,,,Pass,Pass
143520,4169272250,7 a帽os,2016,999449,999449,,,,,,Pass,Pass
143524,4230003167,A Cinderella Christmas,2016,12288732,12288732,,,,,,Pass,Pass
143535,3137579028,In Search of Balance,2016,1018851,1018851,,,,,,Pass,Pass
143552,5440546572,A Christmas Carol,2015,1043769,1043769,,,,,,Pass,Pass
143553,4075860468,The Windmill,2016,987990,987990,,,,,,Pass,Pass
143555,1109606148,American Pastoral,2016,151168,151168,,,,,,Pass,Pass
143575,1877218689,Ae Dil Hai Mushkil,2016,946568,946568,,,,,,Pass,Pass
143576,3533867745,New Life,2016,987293,987293,,,,,,Pass,Pass
143583,4153318171,To Steal from a Thief,2016,999168,999168,,,,,,Pass,Pass
143584,3971902523,Rainbow Time,2016,984901,984901,,,,,,Pass,Pass
143585,4134287643,The Curse Of Robert,2016,993590,993590,,,,,,Pass,Pass
143611,4134233796,Abbey Grace,2016,319297,319297,,,,,,Pass,Pass
143612,9348820,Stick Man,2016,448196,448196,,,,,,Pass,Pass
143614,4194820078,A Doggone Christmas,2016,164805,164805,,,,,,Pass,Pass
143616,1239422326,Christmas Under Wraps,2014,32160,32160,,,,,,Pass,Pass
143623,1274906425,The Christmas Switch,2014,436564,436564,,,,,,Pass,Pass
143624,328333761,Judge Archer,2012,802878,802878,,,,,,Pass,Pass
143626,3274645312,Crossfire,2016,30826,30826,,,,,,Pass,Pass
143627,3518213866,Run to Me,2016,12287395,12287395,,,,,,Pass,Pass
143636,1180776295,H.,2014,867104,867104,,,,,,Pass,Pass
143641,3481395141,Spanish Affair 2,2015,974154,974154,,,,,,Pass,Pass
143718,11738952,Kino Caravan,2009,654882,654882,,,,,,Pass,Pass
143842,17988269,Summertime Christmas,2010,959331,959331,,,,,,Pass,Pass
143843,2012569594,Heidi,2015,953603,953603,,,,,,Pass,Pass
143924,74644,La Poison,1951,520171,520171,,,,,,Pass,Pass
143940,3424704806,Always Shine,2016,984847,984847,,,,,,Pass,Pass
143978,1517855062,Reparation,2016,964464,964464,,,,,,Pass,Pass
143981,3768455178,My Dead Boyfriend,2016,161432,161432,,,,,,Pass,Pass
143982,1836547558,Blackburn,2016,983405,983405,,,,,,Pass,Pass
143986,1304653395,Away & Back,2015,30543,30543,,,,,,Pass,Pass
144094,64651,Multiple Maniacs,1970,517546,517546,,,,,,Pass,Pass
145476,1234014998,Great Adventures,2013,870314,870314,,,,,,Pass,Pass
145482,303687484,Wings,2014,[118769],Nil,,,,,,source_id not ingested,Fail
145522,1058909890,Frank vs. God,2014,859171,859171,,,,,,Pass,Pass
146025,421469,The Invocation,2010,185472,185472,,,,,,Pass,Pass
146740,4106675990,Who Killed JonBenet?,2016,32333,32333,,,,,,Pass,Pass
146746,3565504712,Lazy Eye,2016,998830,998830,,,,,,Pass,Pass
146748,3740205183,Call of Heroes,2016,982953,982953,,,,,,Pass,Pass
146758,3337590900,What Happened Last Night,2016,988755,988755,,,,,,Pass,Pass
146761,3569694349,Dog Eat Dog,2016,149026,149026,,,,,,Pass,Pass
146772,3709278127,Hidden Truth,2016,385223,385223,,,,,,Pass,Pass
146778,1496943563,Fever,2015,896530,896530,,,,,,Pass,Pass
146783,4160494544,Street Level,2016,320542,320542,,,,,,Pass,Pass
146785,4157111680,Alcoholist,2017,499071,499071,,,,,,Pass,Pass
146787,4242164742,Legends of the Hidden Temple,2016,31841,31841,,,,,,Pass,Pass
146791,1552104697,Hacksaw Ridge,2016,150735,150735,,,,,,Pass,Pass
146793,3411460930,Loving,2016,160069,160069,,,,,,Pass,Pass
146805,4017263312,Houses,2015,986263,986263,,,,,,Pass,Pass
146820,4138109462,Eliminators,2016,321369,321369,,,,,,Pass,Pass
147195,4029697619,Christmas All Over Again,2016,329674,329674,,,,,,Pass,Pass
147196,3546504853,Decommissioned,2016,149081,149081,,,,,,Pass,Pass
147199,1313828157,Pass the Light,2015,877701,877701,,,,,,Pass,Pass
147220,3424704846,Don't Look Down,2016,988762,988762,,,,,,Pass,Pass
147221,4092394283,Come And Find Me,2016,1000433,1000433,,,,,,Pass,Pass
147223,3433349293,True Memoirs of an International Assassin,2016,974423,974423,,,,,,Pass,Pass
147229,3424704836,Dreamland,2016,1000321,1000321,,,,,,Pass,Pass
147232,3650667870,Arrival,2016,150825,150825,,,,,,Pass,Pass
147234,1514815318,Billy Lynn's Long Halftime Walk,2016,150889,150889,,,,,,Pass,Pass
147251,3740205207,No Pay Nudity,2016,998853,998853,,,,,,Pass,Pass
147282,3998392417,Pet,2016,987347,987347,,,,,,Pass,Pass
147283,4373778688,Mythica: The Iron Crown,2016,21821,21821,,,,,,Pass,Pass
147284,1701493938,Oddball,2015,144486,144486,,,,,,Pass,Pass
147287,435476,The Evil of Frankenstein,1964,54068,54068,,,,,,Pass,Pass
147293,1459621193,Shut In,2016,150609,150609,,,,,,Pass,Pass
147294,3450220506,Kiki Love to Love,2016,1000475,1000475,,,,,,Pass,Pass
147297,1529035062,Almost Christmas,2016,151431,151431,,,,,,Pass,Pass
147307,455141,DAKOTA,1950,169569,14800830,[{'source_id': '147307'}],"[{'rovi_projectx_id_mapped': 'rovi_id:455141,Map_reason:{""titleMapType"":""Partial"",""titleScore"":0.6,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":64,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '80590,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.84,""directors"":1.0,""part_names"":0.68,""episode_titles"":0.0,""genres"":1.0,""amazon"":1.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":1.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":0.0,""credits_missing"":0.0,""directors_missing"":0.0,""part_names_missing"":0.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":4.56}'}]",,True,False,Fail,Fail
147319,3666786082,Fireflies in the Abyss,2015,980917,980917,,,,,,Pass,Pass
147322,4175949228,Tank 432,2015,999687,999687,,,,,,Pass,Pass
147323,3989722616,Blood Is Blood,2016,316039,316039,,,,,,Pass,Pass
147332,1070633,Paranoiac,1963,102449,102449,,,,,,Pass,Pass
147344,4146478837,Christmas Cookies,2016,12288489,12288489,,,,,,Pass,Pass
147349,937352259,Killa,2014,850962,897485,"[{'source_projectx_id_mapped': 'rovi_id:1514215808,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":6,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '147349'}]","[{'rovi_projectx_id_mapped': 'rovi_id:937352259,Map_reason:not found in projectx'}, {'source_id': '151034,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":1.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""release_year_diff"":0.0,""release_year_missing"":0.0,""run_time_diff"":0.0,""run_time_missing"":1.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.3}'}]",True,True,False,Fail,Fail
147350,1536666159,Siren,2016,899340,899340,,,,,,Pass,Pass
147360,3639967883,Officer Downe,2016,1000220,1000220,,,,,,Pass,Pass
147361,3384091613,Life on the Line,2015,153595,153595,,,,,,Pass,Pass
147363,3158404398,Ali and Nino,2016,964151,964151,,,,,,Pass,Pass
147369,3392457599,Ron and Laura Take Back America,2016,970427,970427,,,,,,Pass,Pass
147370,1088296714,Beauty and the Beast,2017,153381,153381,,,,,,Pass,Pass
147371,3522135756,Elle,2016,151358,151358,,,,,,Pass,Pass
147373,3365709998,Hunter Gatherer,2016,972694,972694,,,,,,Pass,Pass
147374,3175876917,The Edge of Seventeen,2016,152940,152940,,,,,,Pass,Pass
147377,3499412462,Divines,2016,977521,977521,,,,,,Pass,Pass
147385,4495548049,Love Everlasting,2016,354546,354546,,,,,,Pass,Pass
147394,3384091611,Ten Years,2015,1010240,1010240,,,,,,Pass,Pass
147397,3657361915,Esteros,2016,1001098,1001098,,,,,,Pass,Pass
147404,3646557402,Force 2,2016,979862,979862,,,,,,Pass,Pass
147409,4197685796,Nobody Walks in L.A.,2015,1000278,1000278,,,,,,Pass,Pass
147415,3265607374,A Street Cat Named Bob,2016,964597,964597,,,,,,Pass,Pass
147416,3158404408,Manchester by the Sea,2016,152521,152521,,,,,,Pass,Pass
147418,3533445098,Bleed for This,2016,151645,151645,,,,,,Pass,Pass
147419,3254435966,Until Forever,2016,21876,21876,,,,,,Pass,Pass
147420,4109569895,It Had to Be You,2016,989041,989041,,,,,,Pass,Pass
147421,3916239270,Mercy,2016,1001599,1001599,,,,,,Pass,Pass
147422,999680201,Ludo,2015,1009288,1009288,,,,,,Pass,Pass
147423,1191272405,Lu-To,2013,1019916,1019916,,,,,,Pass,Pass
147435,1320869785,Blowfly Park,2014,151592,151592,,,,,,Pass,Pass
147448,1418426418,Allied,2016,151044,151044,,,,,,Pass,Pass
147449,2003850843,Bad Santa 2,2016,12285662,12285662,,,,,,Pass,Pass
147471,5645595192,Once Upon a Sesame Street Christmas,2016,486528,486528,,,,,,Pass,Pass
147472,4236539964,It Watches,2016,321439,321439,,,,,,Pass,Pass
147474,1780770156,Kill Command,2016,974652,974652,,,,,,Pass,Pass
147481,1846332849,Mifune: The Last Samurai,2016,999430,999430,,,,,,Pass,Pass
147483,1922447964,The C Word,2016,971195,971195,,,,,,Pass,Pass
147488,3379772336,Lion,2016,152995,152995,,,,,,Pass,Pass
147502,3987279484,Dear Zindagi,2016,985567,985567,,,,,,Pass,Pass
147503,1058446330,Rules Don't Apply,2016,160068,160068,,,,,,Pass,Pass
147509,993560129,Logan,2017,153243,153243,,,,,,Pass,Pass
147516,425935,A Man of No Importance,1994,68044,68044,,,,,,Pass,Pass
147521,1084383,Hired To Kill,1990,169623,169623,,,,,,Pass,Pass
147526,1487954055,Gregory Go Boom,2013,895229,895229,,,,,,Pass,Pass
147528,4146478845,Every Christmas Has a Story,2016,160940,160940,,,,,,Pass,Pass
147529,4266485110,Till We Meet Again,2016,1002177,1002177,,,,,,Pass,Pass
147538,1533851018,Hannah: Buddhism's Untold Journey,2016,1037070,1037070,,,,,,Pass,Pass
147541,4122409644,Gorenos,2016,318039,318039,,,,,,Pass,Pass
147560,4164467932,Killjoy's Psycho Circus,2016,386369,386369,,,,,,Pass,Pass
147564,2084688651,Swept Under,2015,31462,31462,,,,,,Pass,Pass
147566,4169591974,The Violin Player,2016,1019230,1019230,,,,,,Pass,Pass
147574,3175876991,The Eyes of My Mother,2016,964965,964965,,,,,,Pass,Pass
147577,3562742430,Evan's Crime,2016,171344,171344,,,,,,Pass,Pass
147578,1310385402,Pocket Listing,2016,877346,877346,,,,,,Pass,Pass
147600,4177426344,Run the Tide,2016,1000914,1000914,,,,,,Pass,Pass
147613,1912257023,Baires,2015,936499,936499,,,,,,Pass,Pass
147624,3342829071,Miss Sloane,2016,152933,152933,,,,,,Pass,Pass
147649,835571002,Borsellino The 57 Days,2012,428168,428168,,,,,,Pass,Pass
147759,1059525,Guerrilla Girl,1953,577219,577219,,,,,,Pass,Pass
147810,3158404225,Spa Night,2016,962806,962806,,,,,,Pass,Pass
147811,932577992,Sins of Our Youth,2016,850620,850620,,,,,,Pass,Pass
147813,4026707060,The Matchbreaker,2016,987363,987363,,,,,,Pass,Pass
147816,3158404402,Frank & Lola,2016,964145,964145,,,,,,Pass,Pass
147823,3573363022,The Young Offenders,2016,1008700,1008700,,,,,,Pass,Pass
147832,4194983373,Sky on Fire,2016,1001679,1001679,,,,,,Pass,Pass
147850,203964,The Bloodstained Butterfly,1971,149006,149006,,,,,,Pass,Pass
147852,1070360,The Night They Took Miss Beautiful,1977,394656,394656,,,,,,Pass,Pass
147856,3214810100,Jackie,2016,172747,172747,,,,,,Pass,Pass
147857,3944898633,The Duelist,2016,151394,151394,,,,,,Pass,Pass
147858,1801122306,Incarnate,2016,152486,152486,,,,,,Pass,Pass
147859,1836547478,Man Down,2016,168503,168503,,,,,,Pass,Pass
147865,3433349279,We Love You,2016,986926,986926,,,,,,Pass,Pass
147867,981411996,Helen Alone,2014,853883,853883,,,,,,Pass,Pass
147869,19922,A Cricket in Times Square,1973,391125,391125,,,,,,Pass,Pass
147877,560735617,Passengers,2016,12276759,12276759,,,,,,Pass,Pass
147887,3912718067,ChickLit,2016,1002153,1002153,,,,,,Pass,Pass
147893,1746322551,The Frontier,2016,1019201,1019201,,,,,,Pass,Pass
147929,1220611,Disappearance of Finbar,1997,604961,604961,,,,,,Pass,Pass
147959,1063829,Murder At The Windmill,1949,106891,106891,,,,,,Pass,Pass
148040,9515,Riders of Black Mountain,1940,503750,503750,,,,,,Pass,Pass
148041,1067866,The Marshal's Daughter,1953,581774,581774,,,,,,Pass,Pass
148043,1067891,A Matter of Who,1961,581789,581789,,,,,,Pass,Pass
148044,1055911,Crime Of Dr. Crespi,1935,575349,575349,,,,,,Pass,Pass
148045,19769896,Devil's Wedding Night,1973,[769219],Nil,,,,,,source_id not ingested,Fail
148046,1066370,The Riverside Murder,1935,581003,581003,,,,,,Pass,Pass
148070,1056467,Blondie Has Servant Trouble,1940,575637,575637,,,,,,Pass,Pass
148095,1054019,The Atomic Man,1955,574253,574253,,,,,,Pass,Pass
148223,1061377,Love Island,1953,578234,578234,,,,,,Pass,Pass
148224,1095733,High Powered,1945,595717,595717,,,,,,Pass,Pass
148225,1061790,Forbidden Jungle,1950,578415,578415,,,,,,Pass,Pass
148228,4194902871,Kill Ratio,2016,1000191,1000191,,,,,,Pass,Pass
148233,4393678481,The Summoning,2017,1005605,1005605,,,,,,Pass,Pass
148240,1922447930,Counter Clockwise,2016,950674,950674,,,,,,Pass,Pass
148245,4138109526,Best Worst Thing That Ever Could Have Happened...,2016,1001246,1001246,,,,,,Pass,Pass
148256,4055769191,Beyond the Gates,2016,1003195,1003195,,,,,,Pass,Pass
148257,4111680899,Burn Country,2016,1001054,1001054,,,,,,Pass,Pass
148258,3778321844,Abattoir,2016,986730,986730,,,,,,Pass,Pass
148259,4029697615,Contract to Kill,2016,164140,164140,,,,,,Pass,Pass
148266,3424704800,All We Had,2016,1001008,1001008,,,,,,Pass,Pass
148278,1529784121,La La Land,2016,152198,152198,,,,,,Pass,Pass
148279,3349276196,Office Christmas Party,2016,12286668,12286668,,,,,,Pass,Pass
148312,3607154475,Nocturnal Animals,2016,152754,152754,,,,,,Pass,Pass
148322,4293754422,Sadie's Last Days on Earth,2016,1002876,1002876,,,,,,Pass,Pass
148326,32035,Flaming Lead,1939,509213,509213,,,,,,Pass,Pass
148327,451070,Range War,1939,569263,569263,,,,,,Pass,Pass
148331,1058961,Invisible Enemy,1938,577027,577027,,,,,,Pass,Pass
148332,1070708,Tough Kid,1938,583478,583478,,,,,,Pass,Pass
148333,4234353874,The Rooftop Christmas Tree,2016,386541,386541,,,,,,Pass,Pass
148344,1061437,Down to the Sea,1936,948998,948998,,,,,,Pass,Pass
148345,1065972,The People's Enemy,1935,580762,580762,,,,,,Pass,Pass
148347,4905444925,Land and Shade,2015,1029630,1029630,,,,,,Pass,Pass
148348,1922447912,The Dust Storm,2016,1009129,1009129,,,,,,Pass,Pass
148350,1910100643,The Bounce Back,2016,159754,159754,,,,,,Pass,Pass
148351,3137578848,Befikre,2016,973474,973474,,,,,,Pass,Pass
148363,1514815370,Masaan,2015,897620,897620,,,,,,Pass,Pass
148366,79986,Riddle Ranch,1935,521503,521503,,,,,,Pass,Pass
148367,30757,Ferocious Pal,1934,508867,508867,,,,,,Pass,Pass
148368,1074470,Skyway,1933,585508,585508,,,,,,Pass,Pass
148370,1467520141,Living in the Age of Airplanes,2015,127181,127181,,,,,,Pass,Pass
148371,3496143811,A Mother's Revenge,2016,31510,31510,,,,,,Pass,Pass
148430,1075179,Hearts of Humanity,1932,585906,585906,,,,,,Pass,Pass
148434,1071918,Renegade Trail,1939,584142,584142,,,,,,Pass,Pass
148437,3965396174,What's the Matter with Gerald?,2016,1009145,1009145,,,,,,Pass,Pass
148438,1175831494,Yellow Day,2015,866780,866780,,,,,,Pass,Pass
148459,3537622095,Savannah Sunrise,2016,472959,472959,,,,,,Pass,Pass
148460,3137596340,Christmas in the Smokies,2015,383860,383860,,,,,,Pass,Pass
148463,4261177821,The Christmas Project,2016,321986,321986,,,,,,Pass,Pass
148470,4065555774,Apple of My Eye,2017,1006703,1006703,,,,,,Pass,Pass
148471,4199045532,Ouija 3: The Charlie Charlie Challenge,2016,1020535,1020535,,,,,,Pass,Pass
148472,3177568582,The Ultimate Legacy,2015,384403,384403,,,,,,Pass,Pass
148474,4495146745,Frat Star,2017,1009309,1009309,,,,,,Pass,Pass
148478,4393704892,The Night is Young,2015,1005448,1005448,,,,,,Pass,Pass
148479,1867718856,Closet Monster,2016,164468,164468,,,,,,Pass,Pass
148480,3371306046,A Kind of Murder,2016,992293,992293,,,,,,Pass,Pass
148481,4129844352,The Hollow Point,2016,991850,991850,,,,,,Pass,Pass
148482,4202123948,City of Dead Men,2014,1003365,1003365,,,,,,Pass,Pass
148491,3576345231,Two Lovers and a Bear,2016,160508,160508,,,,,,Pass,Pass
148505,3477700670,Fences,2016,153712,153712,,,,,,Pass,Pass
148507,4062021420,Barry,2016,987788,987788,,,,,,Pass,Pass
148511,4337602314,Snare,2017,12289019,12289019,,,,,,Pass,Pass
148512,4130223061,The Harrow,2016,1009165,1009165,,,,,,Pass,Pass
148513,4495146757,Amityville Exorcism,2017,1009213,1009213,,,,,,Pass,Pass
148514,1111404149,Retake,2016,1040958,1040958,,,,,,Pass,Pass
148515,5471909110,The List,2018,167753,167753,,,,,,Pass,Pass
148543,3312611134,Collateral Beauty,2016,151764,151764,,,,,,Pass,Pass
148544,4192100819,The Wasted Times,2016,1000857,1000857,,,,,,Pass,Pass
148546,3579427579,Neruda,2016,979628,979628,,,,,,Pass,Pass
148550,4042631054,The Autopsy of Jane Doe,2016,159106,159106,,,,,,Pass,Pass
148552,1088835,Lying Eyes,1996,34404,34404,,,,,,Pass,Pass
148632,332724356,Daemonium,2015,803780,803780,,,,,,Pass,Pass
148643,3515447302,I Am Watching You,2016,31676,31676,,,,,,Pass,Pass
148672,4083761180,Mad Families,2017,165854,165854,,,,,,Pass,Pass
148675,3364605824,Patriot's Day,2016,152535,152535,,,,,,Pass,Pass
148677,559583795,Assassin's Creed,2016,12276721,12276721,,,,,,Pass,Pass
148678,1922447874,Aligarh,2016,967624,967624,,,,,,Pass,Pass
148679,1520308264,Fate of the Furious,2017,12284112,12284112,,,,,,Pass,Pass
148717,4092394336,7:19,2016,153717,153717,,,,,,Pass,Pass
148737,1893262645,Why Him?,2016,12285231,12285231,,,,,,Pass,Pass
